user_id,hotel_cluster,date_time
115418,75,2013-08-13 15:37:29
115418,38,2013-12-21 07:24:38
115418,97,2014-12-09 05:27:03
115787,97,2014-09-04 15:54:14
116122,30,2014-03-08 18:19:12
116122,78,2014-04-21 17:09:00
117319,19,2013-06-10 22:27:51
118142,42,2014-04-25 22:19:19
119750,76,2013-06-15 09:29:27
121187,42,2013-07-28 08:54:34
121243,42,2013-11-01 07:25:49
123354,50,2013-02-03 20:20:28
124298,42,2014-02-07 12:24:20
125389,48,2014-11-06 12:51:56
126148,9,2014-08-13 22:45:56
131480,48,2013-01-30 14:04:07
132026,4,2014-09-17 22:13:32
138800,91,2014-06-27 08:39:53
139322,2,2014-06-03 07:31:00
140518,2,2013-03-07 19:26:52
142085,83,2014-08-17 21:57:48
143117,41,2014-07-02 08:32:35
143779,77,2013-12-22 06:19:20
146084,19,2013-05-07 06:09:49
147258,91,2013-02-22 18:13:34
148336,62,2014-12-03 17:02:51
149202,28,2014-11-25 10:41:00
153259,33,2014-12-09 20:14:29
153794,42,2014-06-02 20:38:56
156010,68,2013-11-12 07:15:12
157204,43,2014-01-08 10:46:37
159178,18,2014-04-13 20:09:11
159227,18,2013-06-25 03:45:35
160730,4,2013-11-24 14:37:49
163071,17,2014-04-08 18:50:41
163163,57,2014-06-10 23:12:51
164103,29,2013-11-13 16:02:29
164209,50,2014-09-02 17:35:18
164861,0,2014-07-12 12:41:47
166530,64,2013-03-09 10:47:31
166530,0,2013-12-01 14:41:43
168292,91,2013-01-14 11:05:40
168688,95,2014-04-16 05:56:54
169579,77,2014-06-19 10:30:53
170292,28,2014-01-08 17:22:13
170697,12,2014-07-02 18:47:53
171021,49,2013-05-10 01:06:36
172419,23,2014-04-13 16:13:49
172419,94,2014-09-12 09:42:36
175678,28,2014-06-21 22:53:59
177140,50,2014-02-15 08:48:16
177541,5,2014-03-10 14:48:58
177800,16,2014-03-17 17:40:08
178784,15,2014-04-21 07:04:28
180408,70,2014-10-08 05:45:21
180906,82,2014-02-24 17:54:29
181542,53,2013-06-16 21:11:30
181651,38,2014-10-06 13:02:42
182766,58,2014-06-30 06:34:34
185267,57,2014-04-14 21:31:44
187659,32,2014-12-06 18:09:49
187946,98,2014-02-06 18:09:29
187946,95,2014-11-04 15:29:11
188259,6,2014-06-18 01:56:02
190630,48,2014-07-16 16:34:54
192167,18,2014-04-08 11:44:51
192603,95,2014-05-06 16:41:18
194089,25,2013-03-05 08:19:50
195876,4,2013-11-18 07:59:11
196274,77,2014-04-21 17:11:15
198177,24,2014-05-01 08:41:47
199628,98,2014-07-22 13:01:08
200818,36,2014-06-23 07:11:18
201132,48,2013-01-29 11:48:17
201132,16,2014-09-15 12:28:53
201132,16,2014-12-19 12:05:04
201243,48,2013-05-07 10:28:02
201243,95,2014-04-04 12:20:15
202006,97,2014-09-10 13:32:14
203251,68,2013-01-30 06:21:56
203403,2,2014-07-25 07:48:47
205162,5,2014-05-19 09:58:25
211591,94,2013-11-15 18:34:27
214572,32,2014-06-30 19:50:40
215859,37,2014-10-05 20:57:26
216683,98,2014-10-09 16:39:22
216683,37,2014-11-04 18:51:53
216696,35,2014-12-26 13:47:04
218025,78,2014-05-07 00:20:34
221674,72,2014-08-06 12:10:00
225793,12,2014-06-15 16:09:47
233804,22,2014-05-06 09:31:34
237399,17,2013-01-15 06:51:34
237852,65,2014-08-03 22:33:37
250167,7,2013-02-18 20:29:45
254525,57,2014-02-26 12:31:11
255003,77,2014-10-29 21:22:45
255052,21,2013-11-05 16:54:14
256739,11,2013-10-26 19:10:50
265229,95,2013-09-06 22:35:06
265420,50,2014-12-21 22:04:18
273160,50,2014-12-01 17:20:47
285136,70,2014-05-20 16:52:19
285136,69,2014-07-07 10:45:04
288887,23,2014-02-17 19:04:37
291126,33,2014-02-20 22:15:32
292422,7,2014-10-08 18:58:14
293350,62,2013-04-05 11:56:44
299037,70,2013-05-07 22:00:22
299330,67,2014-07-31 06:02:26
303023,47,2014-12-02 23:49:12
303104,33,2014-08-06 20:34:28
307328,95,2014-05-13 21:15:26
309983,95,2013-06-26 17:52:54
317154,55,2014-04-24 17:39:17
317659,68,2014-11-11 20:12:27
318006,50,2013-04-01 15:40:55
318433,47,2013-06-05 09:13:14
320220,15,2014-11-16 19:07:57
320696,31,2014-01-07 19:55:26
323675,6,2014-12-20 11:32:55
326163,25,2013-12-19 16:54:16
326163,91,2014-07-20 14:47:42
326579,47,2014-08-30 10:44:03
331578,6,2013-12-02 20:57:20
331829,57,2013-03-14 09:07:45
331829,61,2013-05-08 16:44:57
331829,12,2013-05-08 16:55:31
331829,20,2014-06-05 11:06:53
332563,45,2013-06-03 13:28:10
333762,96,2014-09-25 13:09:10
336487,28,2014-07-22 08:40:19
336963,64,2014-10-05 18:34:34
338099,59,2014-04-06 12:36:25
340092,52,2014-04-30 12:29:54
340548,22,2014-01-18 20:48:18
341939,46,2013-12-31 08:06:11
342889,56,2014-05-15 09:05:16
344803,71,2014-09-18 10:10:00
348082,41,2014-07-26 10:17:48
348898,21,2014-07-02 12:36:54
349180,33,2014-12-05 18:18:38
349732,59,2014-08-30 18:37:07
350185,19,2013-11-19 14:41:09
350185,42,2014-01-28 09:39:51
357410,47,2013-05-20 05:36:22
359504,34,2013-11-27 10:56:04
360371,57,2014-03-30 19:52:47
360754,18,2014-03-08 10:59:28
362103,95,2014-05-25 12:44:33
364896,63,2014-10-10 15:19:13
366349,64,2013-09-02 15:25:43
366467,47,2014-03-03 16:26:10
366544,14,2014-06-29 13:06:01
369773,91,2014-10-07 09:16:44
370136,94,2014-05-13 04:45:47
371180,77,2013-04-10 20:04:34
372132,33,2014-08-19 20:20:08
373290,32,2013-10-13 09:21:57
373883,82,2014-01-22 21:39:52
373889,59,2013-12-12 02:21:39
378594,59,2014-05-03 19:41:23
381351,59,2014-06-07 11:36:51
389242,4,2014-09-15 19:46:31
391343,28,2014-06-07 18:10:14
393439,1,2014-12-21 08:58:20
397070,91,2014-07-30 17:41:19
399117,42,2014-08-12 02:28:15
400103,59,2014-02-18 11:30:07
401513,48,2014-07-16 17:40:39
403069,71,2013-06-08 20:41:23
403838,2,2014-12-18 21:46:57
405658,30,2014-03-08 21:10:50
407274,10,2014-10-29 00:24:05
407779,91,2014-09-14 08:51:12
408458,94,2014-11-11 15:02:10
410976,79,2013-04-15 11:04:24
414281,21,2014-05-23 16:09:49
415781,50,2014-04-27 19:48:42
416065,33,2014-12-20 15:39:29
416126,48,2014-08-26 18:56:21
419342,98,2014-01-25 06:25:39
419833,22,2014-04-13 10:49:15
424288,98,2013-06-26 21:07:00
424798,98,2014-11-24 12:04:07
426200,37,2014-10-08 18:06:42
427244,70,2013-07-30 04:05:00
429690,70,2013-09-03 19:23:10
431273,21,2014-07-11 10:29:06
431469,42,2013-12-20 08:41:59
432016,95,2013-05-13 16:54:14
432481,1,2014-05-17 14:15:15
432764,50,2013-02-27 10:10:50
434230,91,2014-12-04 12:12:24
435330,46,2014-11-17 00:13:07
436007,80,2013-06-09 11:31:03
440665,21,2013-06-18 19:25:28
441296,48,2014-04-29 17:14:52
443289,78,2014-09-22 14:39:54
443617,62,2013-03-25 19:25:38
444939,59,2014-08-08 11:12:55
445559,95,2014-09-16 08:25:31
445759,42,2014-10-21 13:56:49
445778,28,2013-03-14 08:14:01
447605,37,2013-01-08 12:28:53
449036,99,2013-06-16 13:54:16
450809,25,2014-04-04 09:46:48
452175,4,2014-05-30 17:42:34
452746,13,2013-09-06 10:13:17
453239,67,2013-02-17 20:19:11
453860,1,2013-03-15 17:16:25
454570,39,2014-12-26 12:00:25
455590,33,2014-10-15 09:19:06
456484,42,2014-08-24 17:40:42
457327,62,2014-09-10 16:04:46
457530,28,2014-07-23 11:16:57
463460,71,2014-11-15 01:45:56
465882,90,2013-08-11 17:58:06
467613,64,2014-12-07 07:16:07
467934,78,2014-01-16 21:54:23
474797,50,2013-09-14 11:32:34
475601,72,2014-10-02 10:50:42
483130,33,2014-07-23 18:40:39
486119,98,2014-10-08 15:12:27
486135,63,2014-10-10 17:29:06
488882,33,2013-03-18 06:31:49
489192,78,2014-06-16 18:42:45
491170,98,2013-05-18 13:11:54
492636,5,2013-12-30 22:27:24
497748,30,2013-06-30 19:03:00
497755,16,2013-06-06 19:53:49
500589,13,2014-03-10 14:44:19
502154,40,2014-06-06 02:19:27
504802,35,2013-10-15 10:40:17
507996,59,2013-09-16 14:07:53
510024,28,2014-12-14 17:05:01
510300,1,2013-05-16 10:48:15
510960,38,2013-07-06 20:52:43
511720,82,2014-11-17 23:33:22
513794,57,2014-05-17 14:31:05
517594,60,2014-01-26 10:18:58
520239,33,2013-05-09 14:38:50
521321,49,2014-03-11 14:26:13
528948,0,2014-09-17 15:25:46
529005,48,2013-07-01 13:48:52
529005,48,2014-11-02 15:26:42
529467,9,2014-06-03 20:24:35
529479,21,2013-05-27 05:42:32
538336,1,2014-12-14 22:19:05
538433,64,2013-09-05 18:20:13
540902,88,2013-12-19 09:47:45
543344,64,2014-01-17 15:49:07
543542,41,2014-07-07 21:46:38
545586,55,2014-02-13 14:38:35
546783,58,2014-12-03 01:02:48
549410,59,2013-12-02 19:47:29
550540,97,2014-12-20 08:55:05
552136,99,2013-02-27 11:21:50
552136,2,2013-02-28 16:15:12
552136,33,2013-07-12 15:49:38
552192,50,2014-10-16 13:20:05
553143,1,2013-12-28 17:52:41
554385,55,2014-05-17 18:00:58
556408,21,2013-03-23 10:45:25
556408,50,2013-08-02 07:12:57
556408,33,2013-10-31 11:24:57
556408,39,2014-01-27 08:01:51
558132,21,2013-09-10 07:20:14
561186,43,2014-01-05 08:31:01
562092,18,2013-11-23 15:36:02
562544,49,2014-09-25 07:17:56
563547,48,2013-08-03 13:10:38
563562,3,2014-04-14 09:01:28
563579,4,2013-10-10 15:42:48
563580,83,2014-12-24 15:02:51
564532,51,2013-06-12 22:01:45
566111,1,2013-05-18 09:13:53
567504,67,2014-09-04 07:43:03
569335,39,2014-03-24 11:20:53
569453,82,2013-04-08 16:43:04
569453,4,2013-11-28 19:05:56
570083,50,2014-07-20 21:04:06
571981,91,2014-07-23 10:42:45
572194,43,2014-10-09 10:21:40
572234,42,2014-06-10 18:22:12
572606,18,2014-01-06 09:30:41
572978,2,2014-08-01 12:09:35
573289,17,2013-09-17 04:04:31
573758,22,2014-08-25 18:22:43
573758,8,2014-08-25 18:37:15
573813,33,2013-07-22 11:23:38
574374,61,2014-11-14 14:34:29
574655,68,2014-11-05 10:53:01
577047,33,2014-01-08 14:47:07
580733,9,2013-08-08 06:40:53
581007,63,2013-06-02 13:03:31
582281,69,2013-02-19 07:17:00
582372,46,2014-11-01 03:32:34
585262,56,2013-04-23 08:12:24
587917,79,2014-12-07 13:21:28
589677,47,2014-10-13 17:34:02
590837,6,2014-12-27 14:11:30
592154,13,2014-01-06 14:14:43
593399,97,2014-07-05 04:56:14
596548,10,2014-05-24 17:07:24
598915,95,2014-12-16 13:05:34
600752,47,2014-09-27 16:01:11
604043,14,2013-08-27 20:46:13
605473,62,2013-11-07 00:21:56
606947,28,2014-01-29 13:20:22
609109,29,2013-08-29 21:07:45
611426,10,2014-03-11 11:36:28
613191,97,2014-04-24 17:29:36
615064,17,2014-08-25 13:15:50
619833,50,2014-08-20 08:24:25
622506,18,2014-07-19 16:07:14
626303,82,2014-07-19 10:53:08
627000,33,2014-03-10 12:39:56
631316,63,2013-04-23 10:54:25
632603,0,2014-09-23 20:24:08
633834,22,2014-04-21 22:23:04
635042,77,2013-03-19 22:27:41
635216,82,2013-07-13 10:20:58
638726,8,2014-12-28 15:00:07
639289,44,2013-06-09 08:48:18
640328,13,2013-04-08 07:57:09
640924,81,2014-12-26 18:19:14
640924,46,2014-12-26 18:32:12
641388,78,2013-03-28 04:12:21
643197,50,2013-06-02 04:32:29
643197,50,2013-06-08 02:07:39
644644,15,2014-09-22 06:25:44
644964,83,2014-01-19 15:04:06
645347,73,2013-01-21 18:27:20
646436,13,2014-09-24 11:53:19
651901,28,2013-01-17 18:32:32
651901,40,2013-11-04 18:26:03
651901,76,2014-11-10 22:02:44
651901,91,2014-12-16 16:52:15
652614,98,2014-03-27 07:15:54
653946,71,2014-06-04 16:59:16
655382,72,2013-06-17 09:04:38
655382,91,2014-07-10 10:02:13
655382,72,2014-11-28 06:33:59
655778,42,2014-08-16 20:36:43
657274,48,2014-06-16 07:13:02
658296,64,2014-02-27 15:48:12
658296,23,2014-11-11 16:54:19
659980,46,2014-12-27 07:09:24
660275,42,2014-02-20 18:38:43
661364,88,2014-03-15 17:39:27
661733,91,2014-11-03 11:20:35
662181,42,2014-10-15 13:25:46
662231,71,2014-08-11 09:18:10
662451,1,2014-10-04 10:47:43
662855,21,2014-05-27 13:26:57
663446,32,2013-07-28 11:19:53
663612,80,2014-11-15 15:59:12
665061,51,2014-02-06 15:13:06
665512,48,2014-05-26 12:00:03
665512,33,2014-11-25 07:41:00
666333,29,2014-11-07 09:08:46
666715,84,2013-04-29 09:40:22
667413,64,2014-05-07 00:55:03
668394,45,2013-06-06 11:27:40
668917,5,2013-01-11 14:32:41
669007,82,2014-10-28 00:46:25
669241,59,2014-11-15 08:41:50
670484,48,2013-08-25 11:09:57
670487,9,2013-09-12 00:46:31
672464,6,2013-10-30 13:16:48
672464,6,2014-03-18 11:53:34
672464,55,2014-07-02 13:28:47
674502,98,2014-11-25 21:22:12
675215,69,2014-10-26 13:22:53
675728,48,2013-09-05 16:46:27
677595,36,2014-11-09 22:46:21
679723,43,2013-07-23 13:42:20
683123,64,2013-07-15 13:10:12
685870,42,2014-10-29 12:42:21
686584,32,2014-10-02 16:02:16
692338,4,2014-07-01 08:52:18
695987,91,2014-12-21 21:47:39
695992,41,2013-12-01 21:29:51
696478,28,2014-07-30 16:48:05
700660,39,2014-08-20 22:42:29
703534,10,2014-08-08 07:17:40
703914,30,2014-05-19 17:40:43
704368,9,2014-06-16 14:02:58
706597,14,2014-11-03 12:13:31
706672,54,2014-09-24 11:25:06
707022,29,2013-02-15 19:04:03
707683,22,2014-06-26 18:14:46
713784,2,2014-11-18 16:13:09
715428,51,2014-12-01 11:43:41
717111,96,2013-12-16 17:20:16
717953,97,2014-07-22 14:15:01
720241,96,2013-05-08 18:38:29
724083,87,2014-08-12 09:04:19
728316,16,2014-03-01 18:46:50
740408,13,2013-03-06 19:04:49
740990,7,2013-02-11 05:19:17
740990,7,2013-11-25 07:09:13
741664,16,2014-10-02 20:46:40
742304,18,2013-11-18 11:02:56
744375,28,2014-03-14 21:36:00
745097,5,2013-11-14 06:29:13
750464,91,2014-11-13 00:50:48
754404,42,2013-07-17 14:35:25
755149,95,2014-04-27 11:24:46
758914,36,2014-12-24 12:16:32
760627,24,2014-06-14 11:04:57
765284,64,2013-08-20 04:11:57
767347,77,2014-08-06 18:51:45
770780,70,2014-10-28 20:20:45
771385,58,2013-09-02 16:10:17
771385,78,2013-11-04 09:58:19
771385,11,2014-05-16 10:39:27
771385,33,2014-09-22 13:10:15
772392,50,2014-07-25 16:06:12
774180,79,2014-07-04 16:03:36
775627,47,2014-10-21 18:32:51
780182,28,2014-03-19 08:28:49
780182,29,2014-03-20 08:16:54
780182,47,2014-05-26 06:53:44
781247,30,2014-10-09 10:09:39
782723,38,2014-04-07 12:10:56
783626,40,2014-03-17 08:29:43
783626,40,2014-03-28 09:29:02
783626,48,2014-09-16 05:30:24
784186,61,2014-09-12 21:36:09
784461,6,2013-06-14 15:40:42
784461,46,2013-12-20 15:08:12
784846,45,2013-07-04 09:31:18
786847,28,2014-09-21 16:44:39
790410,7,2013-10-24 08:53:11
791237,85,2014-12-06 12:33:49
791237,57,2014-12-13 12:36:32
793547,31,2013-09-04 17:26:18
794773,89,2013-09-11 11:39:09
794773,50,2014-04-24 12:30:29
798071,7,2013-07-30 15:30:40
798101,2,2014-01-09 00:22:55
799658,42,2013-10-10 09:41:52
806562,25,2014-06-02 07:43:18
806951,94,2013-11-08 13:38:43
806951,72,2014-11-24 09:44:33
807364,7,2013-08-23 15:34:50
807703,5,2013-03-23 05:26:45
808267,92,2014-09-21 12:18:05
809952,95,2013-02-03 18:09:35
812444,48,2013-02-11 14:12:04
813517,47,2013-06-18 22:17:06
813557,79,2014-10-08 09:35:47
813732,3,2013-08-12 12:29:42
813732,48,2014-07-15 07:41:28
814698,78,2014-03-21 13:38:45
815231,10,2014-09-01 11:25:02
815231,16,2014-10-19 20:42:58
815762,78,2014-11-12 17:01:05
817503,91,2013-09-23 15:30:12
817503,50,2014-01-10 20:16:22
818132,46,2014-03-09 13:31:17
820066,2,2013-04-10 11:45:02
820066,59,2013-06-12 14:11:58
820066,47,2013-07-02 10:28:36
820549,22,2014-04-08 09:00:09
821420,82,2014-02-05 12:40:21
821420,38,2014-06-02 14:46:51
822759,37,2014-05-10 02:26:46
826796,83,2013-10-12 18:55:56
830098,25,2014-05-06 00:10:56
830713,95,2014-11-02 07:09:38
831320,26,2013-10-27 09:19:33
835028,77,2014-04-22 12:33:35
835341,85,2013-02-14 11:31:47
835622,6,2014-09-14 12:00:27
837141,42,2014-12-23 08:37:31
837948,10,2013-03-28 12:58:41
838506,42,2014-08-12 08:34:54
838506,64,2014-10-10 13:57:43
840928,64,2014-07-28 04:12:35
840928,27,2014-10-27 08:17:48
841642,82,2013-02-12 16:47:14
844418,57,2014-12-08 02:41:11
849028,41,2014-10-15 18:43:01
849318,26,2013-03-03 20:20:05
851850,23,2014-10-27 11:48:17
852527,11,2013-07-11 16:36:49
852527,16,2014-07-08 10:24:21
852527,81,2014-08-07 10:37:50
853844,5,2014-08-06 21:09:02
854812,98,2014-11-04 02:40:42
855335,90,2013-10-29 21:56:13
855598,28,2013-02-26 11:01:19
857066,86,2014-09-21 01:54:21
857246,50,2014-06-02 17:17:49
857780,87,2014-10-14 19:18:52
858644,43,2014-04-14 18:26:06
860349,19,2013-03-25 14:14:06
861654,29,2014-08-05 07:49:31
861654,20,2014-11-14 11:47:15
862732,11,2014-02-20 12:05:11
862732,35,2014-12-26 08:43:52
865131,38,2013-06-17 10:22:44
865131,81,2014-09-12 15:51:37
865564,2,2014-09-27 10:40:03
865903,95,2014-02-12 17:41:38
867336,37,2013-04-10 08:53:48
868541,94,2013-01-21 11:34:18
868541,10,2013-04-17 08:55:18
868541,10,2014-02-09 10:15:42
869928,59,2014-06-19 21:11:12
872747,47,2014-08-06 22:08:04
873045,33,2013-08-14 16:51:28
876832,34,2013-10-11 20:04:36
879625,95,2013-08-28 17:02:39
879625,28,2014-10-09 11:49:51
880127,72,2013-08-17 15:07:47
880222,91,2013-01-13 09:25:42
882319,76,2014-03-15 11:47:57
882364,58,2013-10-03 06:21:15
883447,68,2013-05-01 16:53:38
883668,6,2014-09-23 10:01:48
884537,95,2014-12-30 15:36:06
884822,20,2013-02-14 14:38:03
887939,47,2013-04-05 05:05:45
887939,8,2014-05-21 15:54:22
890836,13,2014-08-06 13:03:40
890836,25,2014-09-05 12:35:44
891107,18,2014-11-27 21:33:21
892914,71,2014-05-21 09:59:05
893492,0,2013-01-09 16:35:24
893718,91,2014-04-09 11:43:18
899140,31,2014-12-11 09:49:51
900907,49,2014-10-30 06:33:48
902393,16,2013-08-22 12:12:51
904489,48,2014-09-23 20:53:10
907008,87,2014-01-31 18:26:42
910045,48,2014-02-14 06:49:14
911673,83,2013-11-18 12:09:52
917598,45,2014-10-31 19:39:39
919290,12,2014-10-21 20:40:38
923429,62,2014-04-23 20:20:29
926480,91,2014-07-04 08:13:05
931986,36,2014-02-10 21:47:24
932391,42,2014-10-18 18:41:45
936149,68,2013-10-18 14:58:58
936217,18,2014-10-21 10:10:52
947352,66,2014-10-29 13:35:12
949464,28,2014-02-21 12:26:52
961576,34,2013-07-03 10:05:20
963143,91,2013-09-08 22:18:37
965866,80,2013-02-15 22:12:55
966093,93,2014-04-14 08:44:05
966240,82,2013-08-07 18:22:06
966872,99,2013-04-16 14:37:35
967170,78,2013-10-09 20:22:58
967170,78,2014-11-24 15:08:13
969009,22,2014-09-12 14:14:51
971100,62,2013-04-24 23:50:19
971222,98,2013-10-03 06:57:52
974914,72,2014-11-07 08:23:11
978061,7,2014-06-18 08:51:50
983811,59,2013-09-09 21:38:27
983929,21,2013-09-20 15:30:36
984842,21,2013-10-21 19:11:07
989249,82,2013-04-19 11:21:44
989249,49,2013-10-22 15:33:49
991581,62,2014-03-15 11:38:08
991826,91,2014-05-29 13:42:39
992008,46,2013-03-19 12:49:30
992449,82,2014-03-11 12:59:42
992581,46,2014-11-05 14:06:18
993700,30,2014-03-28 14:56:22
993837,22,2013-07-02 09:49:58
995710,30,2014-09-29 13:03:44
999676,86,2014-12-23 12:41:59
1000463,48,2014-05-30 16:58:20
1002173,21,2013-06-06 09:50:38
1002527,99,2014-08-04 21:23:16
1003951,1,2013-08-01 13:40:27
1007353,39,2014-10-24 05:53:17
1009912,31,2014-03-23 07:13:48
1011187,48,2013-02-24 17:51:48
1011189,25,2013-11-03 22:01:54
1011736,62,2014-12-25 10:08:55
1012146,25,2014-08-29 17:24:33
1013016,11,2013-06-18 12:03:58
1013068,5,2013-07-27 21:54:43
1013442,1,2013-05-28 09:38:39
1014353,21,2013-06-08 18:19:00
1016581,64,2014-04-30 12:01:30
1017485,90,2014-03-12 18:35:58
1020955,28,2013-07-23 11:01:30
1021047,28,2013-05-14 20:23:10
1021677,76,2014-05-23 03:57:11
1023720,47,2013-05-16 04:27:25
1024257,58,2013-09-23 17:36:34
1027858,43,2014-09-05 06:06:11
1030585,98,2014-02-28 17:24:46
1030648,50,2013-02-14 20:04:00
1035017,39,2013-08-29 12:36:06
1035017,6,2014-12-29 11:33:21
1037474,13,2014-06-04 16:41:01
1037875,38,2014-12-11 14:13:39
1038883,42,2014-10-17 03:47:55
1040060,79,2014-02-09 18:54:01
1040060,79,2014-03-24 14:16:12
1042226,81,2013-01-07 18:16:42
1042226,30,2013-04-20 11:34:29
1043220,19,2014-06-13 09:58:27
1043978,91,2014-12-18 17:40:07
1045385,64,2014-06-09 06:49:47
1046711,28,2013-04-30 06:31:34
1052142,13,2013-05-17 15:53:27
1052692,95,2013-07-16 12:53:42
1053567,4,2014-05-26 22:46:30
1057012,34,2013-04-23 10:46:10
1057877,73,2013-07-10 18:02:27
1059581,18,2013-01-12 20:46:19
1059850,39,2014-07-31 11:43:39
1060546,65,2014-02-10 19:55:05
1066472,65,2014-06-04 11:25:13
1067692,97,2013-11-27 12:47:30
1068228,82,2014-11-03 16:39:55
1068403,47,2014-04-22 11:34:29
1069033,29,2013-08-27 15:47:30
1069306,4,2014-12-22 19:41:32
1069413,59,2013-08-13 20:35:34
1069582,22,2013-11-28 17:24:24
1072256,77,2014-10-05 11:36:45
1073302,36,2014-07-22 09:34:15
1074643,63,2014-10-20 09:48:01
1075883,90,2014-11-22 11:38:59
1079546,46,2014-03-18 09:05:59
1080062,98,2014-10-22 11:55:17
1082175,85,2013-01-28 20:33:26
1084590,95,2014-03-06 12:43:36
1086560,48,2014-06-10 13:13:24
1086596,46,2014-08-06 20:08:24
1087637,95,2014-11-27 02:51:50
1087769,90,2014-09-05 12:34:49
1087928,98,2014-01-25 19:09:22
1089278,56,2014-04-28 17:43:28
1089868,21,2014-03-16 17:44:35
1090678,48,2014-06-28 15:37:33
1090768,49,2014-07-09 20:35:44
1091189,37,2014-08-21 07:36:12
1091246,47,2014-06-13 17:15:53
1091275,79,2014-10-13 15:42:37
1092283,47,2013-03-25 13:43:58
1092283,33,2014-07-07 12:20:49
1092335,18,2014-03-12 05:49:19
1092335,51,2014-03-13 14:58:45
1093495,50,2014-12-03 20:16:48
1093760,42,2014-04-16 21:17:12
1094685,5,2014-08-21 19:33:33
1094893,2,2014-05-15 01:31:24
1095026,91,2013-07-14 11:55:29
1095512,91,2014-07-27 09:16:27
1097805,47,2013-03-19 06:15:49
1100422,22,2014-06-14 10:07:26
1103460,77,2014-04-15 22:44:10
1103460,14,2014-04-17 01:30:25
1104512,98,2014-12-22 14:11:01
1105298,43,2013-01-09 13:26:29
1105673,25,2014-10-18 19:30:40
1106526,91,2014-07-10 04:51:22
1107690,46,2014-09-10 18:33:25
1110266,58,2013-05-27 09:42:52
1110266,97,2014-11-14 11:02:40
1113565,39,2013-02-05 14:23:50
1114079,40,2014-01-22 16:45:27
1114764,9,2013-02-23 20:03:47
1115042,48,2014-09-13 09:55:22
1116701,67,2013-04-08 12:32:08
1117242,21,2014-05-23 07:26:23
1121212,37,2014-05-14 09:43:54
1121811,95,2013-12-16 13:50:14
1122464,75,2013-03-25 11:22:40
1122571,41,2013-06-26 06:51:44
1122571,21,2013-08-01 14:53:13
1123179,32,2013-02-04 05:33:54
1125297,97,2013-03-17 15:33:49
1125297,96,2013-07-21 14:42:59
1125297,50,2013-10-09 06:26:40
1125297,76,2014-05-09 07:58:58
1125472,28,2014-06-03 17:38:48
1125645,55,2014-03-23 21:06:15
1125929,48,2013-09-11 12:30:07
1127174,77,2014-02-18 13:57:21
1127479,95,2014-04-30 20:47:23
1128816,82,2014-02-01 09:48:31
1130098,25,2013-11-10 21:43:09
1130778,16,2014-02-04 08:37:23
1132722,51,2013-05-14 07:48:50
1133115,58,2014-09-02 20:13:18
1133962,48,2013-02-01 11:44:23
1133962,16,2013-03-20 12:51:55
