USER_ID,SITE_NAME,POSA_CONTINENT,USER_LOCATION_COUNTRY,USER_LOCATION_REGION
3110,37,1,69,772
3119,28,1,68,229
3121,37,1,69,758
3139,24,2,3,48
3144,24,2,3,43
3160,24,2,3,50
3171,24,2,3|50,50|772
3184,24,2,3,64|65
3185,24,2,3,50
3192,8,4,77,977
3195,24,2,3,64
3196,35,2,70,47
3203,24,2,3,63
3209,24,2,3,50
3230,24,2,3,50
3240,2,3,66,462
3246,24,2,3,66
3249,24,2,3,49
3263,24,2,3,60
3270,2,3,66,321
3274,2,3,66,174
3284,13,1,46,244
3310,37,1,119,0
3324,24,2,3|115,57|957
3336,37,1,69,1004
3342,23,1,1,453
3355,11,3,205,343
3368,2,3,66,174|321
3373,15,1,55,32
3400,13,1,46,171
3403,2,3,66,220
3404,8,4,77,871
3408,24,2,3,50
3409,2,3,66,314
3432,2,3,66,351
3454,11,3,205,135
3455,2,3,205,354
3463,2,3,66,363
3505,8,4,77,871
3506,24,2,3,50
3538,2,3,93,71
3567,24,2,3,66
3568,13,1,46,412
3579,2,3,3,50
3589,15,1,55,13
3601,24,2,3,50
3602,24,2,66,348
3606,2,3,66,174
3634,24,2,3,38
3641,2,3,66,256
3654,37,1,69,727
3657,24,2,3,50
3663,24,2,3,51
3665,2,3,66,363
3684,24,2,3,50
3685,24,2,3,48
3704,13,1,46,171
3705,24,2,3|231,48|60
3724,2,3,66,442
3742,8,4,77,462
3743,24,2,3,72
3781,24,2,3,64
3798,37,1,69,756
3827,13,1,46,171
3839,24,2,3,50
3846,13,1,46,244
3864,8,4,77,824
3892,13,1,46,171
3895,2,3,235,13
3919,23,1,1,318
3920,37,1,69,761
3923,37,1,69,627
3925,2,3,66,189
3926,2,3,66,351
3936,11,3,205,135
3960,13,1,46,172
3969,13,1,46,172
3982,13,1,46,347
3986,8,4,77,462
4034,37,1,32,583
4036,17,1,133,32
4039,2,3,66,174
4072,34,3,205,155
4076,2,3,66,363
4110,2,3,28,154
4126,37,1,69,519
4128,2,3,66,174
4147,13,1,63,162
4160,24,2,3,60
4171,2,3,66,258
4172,23,1,1,174
4175,24,2,66,348
4178,37,1,69,591
4181,2,3,66,348
4186,24,2,3,48
4192,2,3,48,23
4193,8,4,77,462
4201,28,1,68,220
4219,2,3,66,331
4241,24,2,3,60
4264,13,1,46,412
4267,24,2,3,50
4276,24,2,3,50
4290,24,2,3,50
4300,30,4,195,578
4301,23,1,1,318
4322,37,1,69,642
4325,24,2,3,51
4327,18,2,66,311
4328,24,2,231,81
4333,23,1,1,318
4334,24,2,3,44|51
4335,24,2,3,50
4369,25,2,23,48
4401,24,2,3,38
4405,2,3,154,196
4411,24,2,3,51
4423,2,3,66,462
4425,24,2,3,62
4427,23,1,63,480
4442,2,3,66,258
4444,8,4,77,977
4446,24,2,3,60
4462,24,2,3,52
4469,2,3,66,184
4476,23,1,56,30
4487,24,2,3,63
4492,24,2,3,49|64
4502,24,2,3,51
4516,24,2,3,50
4526,24,2,3,84
4527,25,2,23,78
4528,2,3,66,220
4546,2,3,66,351
4576,8,4,77,824
4587,17,1,22,49
4625,2,3,66,322
4629,2,3,66,314
4630,8,4,77,462
4631,13,1,46,244
4655,34,3,205,155
4668,2,3,66,174
4675,24,2,3,50
4706,2,3,70,119
4708,2,3,231,48
4717,2,3,66,226
4723,2,3,66,448
4736,2,3,66,348
4737,2,3,66,331
4738,11,3,205,155
4744,37,1,69,772
4761,24,2,3,51
4775,24,2,3,80
4789,23,1,1,322
4823,23,1,1,365|390
4826,24,2,3,49|50
4836,24,2,3,50
4852,24,2,3,50
4862,24,2,3|229,51|407
4875,24,2,3,50|51
4877,24,2,3,63
4882,24,2,3,50
4890,24,2,3,43
4895,23,1,1,424
4908,23,1,1,453
4921,28,1,68,335
4925,28,1,66,174
4984,23,1,1,318
4995,8,4,77,824
5030,24,2,3,64
5050,24,2,3,50
5053,2,3,66,220
5055,23,1,1,318
5079,2,3,66,442
5083,37,1,29,194
5098,24,2,3,51
5118,24,2,3,64
5164,37,1,66,471
5174,13,1,46,245|398
5207,24,2,3,51
5212,2,3,66,348
5213,37,1,69|163,12|573|695|761|772
5232,17,1,32,992
5240,8,4,77,977
5261,8,4,69,813
5274,2,3,66,220
5278,2,3,66,348
5290,2,3,66,462
5305,23,1,1,318
5307,24,2,3,50
5319,25,2,23,78
5341,24,2,3,84
5365,24,2,3,51
5367,24,2,3,64
5369,24,2,3,64
5376,24,2,3,64
5403,2,3,66,174
5419,24,2,3,50
5430,24,2,3,50
5438,28,1,68,447
5467,24,2,3,50
5473,24,2,3,65
5479,24,2,3,50
5495,24,2,3|66,64|174
5497,24,2,3,50
5540,15,1,55,12
5546,24,2,3,51
5569,25,2,23,78
5573,37,1,69,653
5592,18,2,119,0
5599,2,3,66,293
5612,24,2,3,50
5618,24,2,3,50
5666,23,1,1,368
5691,34,3,205,135
5695,37,1,69,1002
5708,2,3,66,184
5726,2,3,66,258
5729,24,2,3,64
5746,2,3,66,467
5752,37,1,69,727
5757,24,2,66,318
5762,2,3,190,133
5844,13,1,46,336
5852,2,3,66,184
5856,2,3,66,363
5870,2,3,66,174
5871,2,3,66,442
5886,2,3,66,226
5938,2,3,66,174
5986,8,4,69,879
6012,24,2,3,64
6015,8,4,150,43
6026,8,4,66,462
6029,2,3,66,462
6033,8,4,77,824
6044,13,1,46,347
6061,24,2,3,51
6080,2,3,66,174
6116,15,1,55,36
6117,13,1,46,398
6128,24,2,3,50
6132,13,1,46,172
6138,24,2,3,48
6144,2,3,66,260
6145,24,2,3,50
6170,2,3,66,363
6186,34,3,66,331
6194,27,2,63,480
6210,24,2,167,47
6219,24,2,3,77
6238,24,2,3,50
6239,24,2,3,64
6244,2,3,66,348
6245,24,2,3,51
6266,37,1,69,682
6283,15,1,91,38
6297,30,4,195,548
6317,37,1,69,917
6326,27,2,167,47
6352,24,2,3,50
6355,25,2,23,48
6389,25,2,23,48
6396,2,3,66,467
6397,13,1,46,171
6406,2,3,215,646
6410,37,1,69,994
6415,2,3,66,174
6422,13,1,46,414
6427,2,3,66,258
6438,2,3,66,462
6440,37,1,69,727
6442,8,4,77,401
6447,2,3,66,174
6449,2,3,95,37
6456,2,3,103,45
6461,2,3,205,354
6467,2,3,66,337
6487,2,3,66,442
6513,2,3,66,348
6515,24,2,66,174
6517,24,2,3,50
6549,24,2,3,65
6555,34,3,205,354
6559,24,2,3,50
6565,2,3,66,174
6603,25,2,23,78
6605,24,2,3,50
6610,2,3,66,174
6623,8,4,77,824
6629,24,2,3,38
6644,35,2,70,47
6650,24,2,3,39
6660,24,2,3,64
6688,2,3,66,331
6694,2,3,66,331
6699,23,1,1,165
6714,24,2,3,50
6719,24,2,3,38
6743,2,3,66,174
6784,24,2,3,50
6790,37,1,69,559
6804,24,2,3,49
6838,2,3,66,442
6847,2,3,66,448
6852,13,1,5,7
6869,2,3,66,363
6875,2,3,66,311
6899,2,3,66,348
6905,2,3,66,435
6913,2,3,66,322
6915,2,3,66,220
6950,11,3,205,354
6974,2,3,66,153
7061,2,3,66,311
7063,2,3,66,348
7090,2,3,66,351
7113,2,3,66,348
7145,2,3,115,957
7150,2,3,205,354
7175,2,3,66,337
7178,34,3,205,354
7256,2,3,66,189
7259,2,3,66,348
7279,2,3,66,174
7409,2,3,66,174
7435,34,3,205,354
7446,11,3,66,174
7463,11,3,205,385
7493,2,3,66,462
7495,34,3,205,354
7528,34,3,205,354
7534,34,3,205,135
7537,2,3,66,442
7553,2,3,66,174
7577,2,3,66,462
7609,2,3,66,294
7627,2,3,1,374
7768,2,3,66,447
7771,26,0,215,646
7777,2,3,66,447
7839,34,3,205,155
7854,2,3,66,174
7889,2,3,66,226
7913,2,3,66,348
7914,2,3,66,348
7925,2,3,66,258
7933,2,3,66,363
7945,2,3,66,337
7951,2,3,66,258
7963,2,3,66,442
7969,2,3,214,120
8006,2,3,66,435
8041,2,3,66,337
8067,2,3,66,442
8080,2,3,66,258
8100,2,3,66,442
8127,2,3,66,258
8196,2,3,215,919
8241,2,3,66,471
8254,2,3,66,442
8256,2,3,66,348
8264,2,3,57,342
8297,2,3,66,321
8318,2,3,66,356
8328,2,3,66,220
8335,2,3,66,442
8340,34,3,205,354
8381,2,3,12,921
8411,2,3,66,346
8563,11,3,205,354
8607,2,3,66,322
8616,2,3,228,38
8642,2,3,66,184
8669,2,3,66,258
8670,2,3,66,337
8697,2,3,30,11
8711,2,3,66,174
8720,2,3,66,294
8854,2,3,66,174
8865,2,3,66,260
8872,2,3,66,149
8931,11,3,205,411
8977,2,3,66,260
9005,11,3,205,354
9007,2,3,66,352
9029,2,3,66,442
9031,34,3,205,135
9047,2,3,66,196
9081,25,2,23,48
9090,8,4,77,462
9105,2,3,66,442
9115,2,3,66,346
9152,13,1,46,347
9167,8,4,66,174
9197,37,1,69,574
9215,13,1,46,245
9265,2,3,149,290
9281,36,2,205,354
9301,24,2,3,50
9308,8,4,77,401
9309,37,1,66,331
9313,8,4,77,824
9326,2,3,66,294
9329,24,2,3,64
9337,17,1,133,20
9338,8,4,77,824
9342,8,4,77,824
9363,8,4,77,977
9370,15,1,55,12
9377,24,2,3,50
9424,2,3,66,363
9429,27,2,167,51
9432,24,2,3,65
9447,37,1,69,573
9456,13,1,194,38
9491,8,4,205,354
9504,30,4,195,548
9507,37,1,69,881
9568,24,2,3,50
9614,24,2,3,48
9627,2,3,66,258
9656,24,2,194,38
9677,11,3,66,174
9681,13,1,46,412
9684,23,1,1,318
9695,23,1,1,158
9710,10,0,182,416
9714,37,1,69,739
9723,2,3,66,314
9731,2,3,119,0
9758,2,3,66,315
9766,13,1,46,244
9768,37,1,69,812
9769,13,1,46,347
9784,2,3,66,337
9837,24,2,3,43
9842,24,2,3,64
9861,2,3,66,196
9891,2,3,55,228
9904,37,1,69|77,904|977
9916,24,2,3,50
9927,24,2,3,64
9930,24,2,3,64
9933,24,2,3,63
9942,2,3,66,220
9958,24,2,3,50|51
9979,24,2,3,50
9997,24,2,3,50
10001,15,1,55,12
10031,24,2,3,50
10040,2,3,66,462
10057,8,4,77,520
10062,24,2,3,51
10085,24,2,3,50
10114,23|24,1|2,1|3,50|152|401
10122,2,3,66,346
10151,2,3,66,174
10153,24,2,3,50
10175,30,4,195,991
10176,8,4,77,824
10178,37,1,69,761
10197,2,3,66,174
10200,37,1,42,279
10216,2,3,66,337
10227,17,1,77|133,14|871
10256,8,4,77,977
10257,23,1,1,341
10265,33,2,194,38
10281,2,3,66,258
10299,2,3,66,325
10325,34,3,205,312
10343,24,2,3,49
10345,8,4,77,871
10367,24,2,3,50
10376,24,2,3,50
10384,13,1,46,157
10394,24,2,3,64
10428,2,3,66,174
10450,37,1,69,639|695|749|828
10467,24,2,3,64
10471,24,2,3,64
10481,2,3,66,294
10488,22,2,0,317
10491,24,2,3,51
10504,28,1,68,480
10510,24,2,3,50
10517,2,3,66,322
10533,24,2,3,60|64
10540,2,3,66,318
10541,24,2,3,50|64
10543,24,2,3,38
10544,24,2,3,60
10545,22,2,0,393
10578,13,1,46,157
10580,24,2,3,64
10587,24,2,3,46|49
10588,37,1,69,1002
10616,24,2,3,60
10630,24,2,3,62
10638,24,2,3,50
10645,24,2,3,42
10685,24,2,3,50
10703,2,3,66,293
10711,2,3,66,174
10760,2,3,80,39
10791,2,3,66,256
10838,2,3,66,348
10858,24,2,3,50
10882,2,3,66,174|442
10895,37,1,69,596
10928,24,2,3,50
10932,13,1,214,120
10935,24,2,3,48
10940,37,1,69,618
10948,13,1,46,336
10972,2,3,66,174
10974,33,2,194,38
10989,24,2,22,49
10992,8,4,77,824
11010,13,1,46,419
11022,37,1,198,208
11024,2,3,66,322
11029,2,3,66,435
11030,24,2,3,50
11054,24,2,3,51
11075,2,3,66,174
11082,24,2,3,50
11083,23,1,1,318
11114,24,2,3,50
11132,2,3,66,356
11134,24,2,3,64
11162,24,2,3,50
11197,33,2,194,38
11204,13,1,46,347
11210,2,3,66,254
11227,17,1,133,24
11247,2,3,66,174
11249,2,3,66,363
11321,2,3,66,318
11326,13,1,46,171
11342,24,2,3,50
11357,13,1,46,336
11374,34,3,205,354
11380,2,3,66,220|462
11382,2,3,66,226
11383,11,3,205,354
11388,34,3,205,354
11414,34,3,205,155
11417,2,3,66,331
11432,37,1,69,761
11434,13,1,46,244
11443,24,2,3,50
11450,23,1,66,442
11471,2,3,66,226
11504,2,3,66,220
11519,37,1,69,666
11521,13,1,68,335
11522,24,2,3,50
11526,13,1,63,480
11552,2,3,66,220
11554,37,1,69,596
11571,24,2,1,318
11579,2,3,66,220
11588,37,1,65,0
11604,24,2,3,50
11626,35,2,70,49
11640,24,2,3,64
11643,28,1,32,971
11675,24,2,3,64
11706,24,2,3,50
11709,37,1,69,761
11726,8,4,77,947
11727,24,2,3,60
11729,8,4,77,824
11733,24,2,3,51
11747,24,2,3,50
11756,2,3,66,220
11760,24,2,3,64
11762,2,3,66,174
11776,24,2,3,50
11796,13,1,46,414
11807,24,2,3,48
11816,2,3,66,435
11871,13,1,46,244
11902,2,3,12,938
11915,2,3,66,220
11942,2,3,66,311
11964,2,3,66,174
11973,2,3,1,318
11991,2,3,66,153
11998,24,2,3,50
12033,24,2,3,50
12045,30,4,195,827
12050,2,3,66,174
12052,24,2,3,50
12053,2,3,58,50
12059,25,2,23,48
12077,2,3,66,348
12080,8,4,77,871
12133,28,1,68,335
12140,24,2,3,50
12153,24,2,3,50
12158,2,3,66,294
12169,2,3,66,442
12193,20,2,202,268
12194,24,2,3,51
12196,13,1,19|179,38|410
12213,37,1,69,928
12230,24,2,3,51
12234,24,2,3,81
12235,24,2,3,50
12254,37,1,69,566
12270,23,1,1,436
12280,24,2,3,50
12287,2,3,66,174
12289,8,4,3,50
12298,24,2,176,883
12299,2,3,66,174
12301,24,2,3,50
12312,23,1,1,318
12325,24,2,66,337
12335,24,2,3,50
12354,24,2,3,50
12367,2,3,66,435
12369,37,1,69,900
12380,24,2,119,0
12417,37,1,69,761
12442,13,1,46,157
12462,11,3,93,71
12468,37,1,69,607
12471,2,3,130,759
12475,13,1,46,430
12483,13,1,46,171
12492,2,3,66,174
12500,2,3,66,315
12510,24,2,3,50
12525,2,3,66,174
12541,2,3,66,174
12548,2,3,66,174
12551,2,3,66,258
12566,2,3,66,143
12585,24,2,3,50
12588,2,3,66,256
12599,2,3,66,321
12616,17,1,133,20
12630,2,3,66,258
12666,2,3,66,184
12677,24,2,231,79
12684,2,3,66,403
12691,24,2,3,55
12699,24,2,3,38
12707,24,2,3,50
12713,2,3,66,462
12719,24,2,3,48
12755,24,2,3,50
12795,2,3,66,174
12799,34,3,205,312
12805,15,1,55,25
12806,8,4,22,49
12810,25,2,66,174
12814,2,3,66,174
12820,2,3,182,393
12825,2,3,66,174
12898,24,2,3,65
12915,37,1,69,626|833
12918,2,3,0,275
12936,2,3,66,442
12945,2,3,66,447
12957,24,2,3,50
12981,11,3,205,385
12996,34,3,205,343
13003,34,3,91,48
13034,11,3,205,155
13038,2,3,66,174
13048,2,3,66,174
13072,34,3,66,442
13094,2,3,0,251
13114,2,3,66,348
13116,2,3,66,153
13137,13,1,46,336
13140,37,1,69,666|844
13150,10,0,182,393
13155,22,2,0,317
13170,2,3,66|215,442|817
13172,24,2,3,50
13184,28,1,68,447
13186,8,4,77,824
13190,2,3,66,174
13210,24,2,3,77
13213,24,2,3,49
13216,24,2,23,48
13241,2,3,119,0
13251,28,1,68,335
13259,24,2,3,50
13277,24,2,3,50
13279,2,3,5,9
13295,2,3,66,174
13307,24,2,3,64
13323,24,2,119,0
13328,24,2,3,50
13336,24,2,3,64
13342,24,2,3,45
13350,24,2,3,51
13357,24,2,3,50
13363,37,1,69,655
13380,2,3,66,174
13383,11,3,205,135
13433,23,1,1,219
13458,2,3,66,174
13465,2,3,66,174
13466,2,3,66,404
13478,2,3,58,50
13533,2,3,66,348
13534,2,3,80,39
13537,34,3,205,135
13558,2,3,69,761
13582,2,3,46,245
13595,2,3,66,442
13612,2,3,66,220
13626,11,3,205,155
13632,2,3,66,337
13635,2,3,66,363
13639,2,3,66,318
13664,2,3,66,462
13665,2,3,66,321
13695,8,4,77,824
13707,24,2,3,50
13710,24,2,3,64
13712,2,3,66,348
13756,24,2,3,51
13768,2,3,66,174
13777,24,2,3,50
13787,23,1,1,318
13794,24,2,3,38
13801,24,2,3,48
13815,24,2,3,50
13817,15,1,55,160
13826,24,2,3,50
13846,2,3,66,442
13851,24,2,3,51
13868,24,2,3,45
13887,13,1,46,347
13898,24,2,3,49
13951,24,2,3,50
13953,24,2,231,81
13956,2,3,231,74
13963,24,2,3,64
13967,37,1,69,682
13979,13,1,46,398
13987,24,2,3,54
13999,24,2,3,50
14022,24,2,3,50
14033,30,4,195,548
14038,24,2,3,50
14057,24,2,3,82
14069,2,3,66,174
14082,2,3,66,352
14099,2,3,66,174
14130,37,1,69,603
14148,24,2,119,0
14151,37,1,119,0
14153,2,3,66,226
14167,24,2,3,64
14181,23,1,1,322|449
14217,2,3,231,48
14218,24,2,3|5,10|50
14222,2,3,66,322
14236,18,2,119,0
14245,2,3,66,462
14279,34,3,66,293
14291,2,3,66,321
14320,2,3,66,351
14347,13,1,1,189
14395,2,3,66,174
14417,2,3,66,333
14421,24,2,3,50
14429,24,2,3,51
14474,37,1,46|69,414|812
14487,8,4,77,824
14494,24,2,3,50
14515,2,3,162,12
14532,2,3,66,462
14534,13,1,46,172
14540,2,3,66,348
14548,2,3,66,258
14563,24,2,3,67
14584,23,1,205,354
14589,23,1,1,296
14593,2,3,66,348
14597,24,2,3,52
14601,2,3,66,442
14613,24,2,3,50
14623,24,2,3,41
14631,2,3,66,184
14642,24,2,3,50
14651,24,2,3,64
14652,24,2,3,64
14660,24,2,3,49
14702,2,3,66,356
14721,2,3,182,416
14727,34,3,205,354
14834,2,3,66,258
14845,2,3,66,351
14852,2,3,66,311
14855,2,3,66,311
14856,2,3,198,208
14860,2,3,66,220
14876,2,3,66,348
14900,2,3,66,348
14903,2,3,66,331
14907,2,3,66,189
14947,34,3,69,761
14974,2,3,85,464
14990,34,3,66,322
15008,2,3,66,442
15041,2,3,66,403
15057,2,3,66|191,220|376|419
15058,2,3,66,442
15063,2,3,66,363
15068,2,3,66,348
15089,2,3,66,442
15111,2,3,66,258
15118,2,3,66,220
15219,2,3,66,294
15225,2,3,66,226
15234,2,3,66,258
15247,2,3,66,189
15258,26,0,215,974
15262,2,3,66,174
15274,2,3,66,220
15278,34,3,205,135
15294,34,3,205,354
15319,2,3,66,324
15352,11,3,202,265
15439,34,3,205,354
15440,2,3,66,293
15444,2,3,66,321
15453,2,3,66,462
15465,2,3,66,184
15505,11,3,205,411
15551,2,3,66,311
15581,11,3,205,155
15584,2,3,46,244
15597,11,3,205,135
15613,2,3,66,174
15627,2,3,66,318
15640,11,3,205,155
15644,2,3,66,337
15656,11,3,205,354
15685,2,3,66,184
15696,2,3,66,448
15702,2,3,66,258
15705,2,3,66,184|462
15732,2,3,66,314
15736,2,3,66,174
15748,2,3,66,467
15767,34,3,205,354
15785,2,3,66,447
15795,2,3,66,363
15841,2,3,66,174
15863,2,3,66,174
15883,2,3,66,448
15888,2,3,215,788
15900,2,3,66,462
15909,11,3,205,385
15930,2,3,66,442
15959,2,3,66,435
15967,11,3,205,385
15985,2,3,66,174
16004,2,3,66,256
16037,34,3,66,442
16048,2,3,66,293
16083,2,3,66,174
16116,11,3,205,354
16123,2,3,66,220
16153,2,3,66,153
16220,2,3,12,790
16229,2,3,66,348
16246,34,3,205,135
16248,2,3,181,238
16251,2,3,66,226
16278,2,3,66,174
16300,2,3,66,220
16312,2,3,66,314
16324,2,3,66,220
16339,2,3,66,220
16408,2,3,66,174
16427,2,3,66,311
16431,2,3,66,331
16443,2,3,66,351
16466,2,3,66,258
16471,2,3,66,258
16479,2,3,66,351
16522,11,3,205,354
16538,2,3,66,174
16544,2,3,66,311
16561,2,3,66,174
16567,2,3,66,174
16572,2,3,66,174
16579,2,3,66,288
16587,2,3,66,447
16620,26,0,215,817
16624,2,3,66,318
16632,11,3,205,354
16637,11,3,205,385
16644,2,3,66,314
16759,2,3,209,187
16789,34,3,205,135
16798,2,3,66,174
16812,2,3,66,348
16854,34,3,205,354
16866,2,3,66,311
16868,11,3,205,354
16875,2,3,66,220
16877,11,3,205,135
16923,2,3,66,467
16929,2,3,66,149
16945,2,3,66,153
16967,2,3,66,471
16998,2,3,66,174
17011,2,3,66,226
17027,34,3,205,135
17075,2,3,66,321
17112,2,3,66,348
17120,2,3,66,352
17135,2,3,66,184
17142,26,0,215,909
17143,2,3,66,348
17151,2,3,66,340
17163,2,3,66,448
17173,2,3,66,174
17210,2,3,66,226
17225,2,3,66,184
17255,2,3,66,143
17260,2,3,1,375
17261,11,3,205,155
17267,2,3,66,226
17307,2,3,66,174
17324,2,3,66,174
17335,2,3,66,331
17336,2,3,48,23
17342,2,3,66,220
17355,2,3,66,442
17366,2,3,66,348
17386,2,3,66,143
17389,13,1,46,244|398
17399,2,3,66,184
17403,2,3,66,348
17416,2,3,66,356|442
17429,37,1,55|198,11|208
17438,37,1,69,585
17461,2,3,66,174
17476,8,4,77,871
17480,2,3,66,220
17483,17,1,133,31
17537,2,3,66,462
17546,37,1,69,689
17557,2,3,66,258
17574,2,3,66,442
17598,8,4,77,977
17604,24,2,3,65
17607,23,1,1,318
17643,24,2,3,50
17648,2,3,66,403
17664,24,2,3,50
17683,24,2,3,49
17694,24,2,3,49
17696,2,3,66,174
17697,24,2,3,63
17705,24,2,3,71
17716,23,1,214,119
17748,2,3,5,4
17755,2,3,66,258
17763,24,2,3,49
17767,2,3,66,226
17769,23,1,12,609
17770,24,2,3,50
17787,37,1,69,844
17794,23,1,1,318
17797,2,3,66,226
17822,13,1,46,244
17830,28,1,68,480
17858,13,1,46,172
17861,2,3,66,254|448
17863,24,2,3,50
17873,24,2,3,46
17920,2,3,66,356
17929,24,2,231,81
17942,2,3,66,363
17943,2,3,66,174
17949,37,1,231,50
17952,2,3,66,333
17954,8,4,77,871
17961,2,3,66,363
17981,2,3,66,189
18003,31,2,50,706
18004,2,3,66,258
18050,37,1,69,750
18051,24,2,3,50
18063,24,2,66,293
18072,2,3,66,174
18102,2,3,66,348
18126,13,1,46,398
18132,35,2,70,51
18193,2,3,66,348
18200,2,3,0|66,203|448
18201,24,2,3,65
18257,2,3,66,220
18268,37,1,69,928
18284,30,4,195,548
18300,17,1,133,20
18326,37,1,69,596
18363,24,2,3,50
18372,37,1,70,47
18407,24,2,3,74
18414,24,2,3,64
18419,18,2,119,0
18485,23,1,1,318|380
18494,13,1,46,347
18500,24,2,3,49|50
18503,2,3,66,311
18504,2,3,66,174
18535,24,2,3,63
18551,24,2,3,50
18557,24,2,3,50
18588,2,3,66,258
18598,2,3,66,442
18607,2,3,66,174
18641,2,3,217,0
18643,2,3,66,403
18661,2,3,66,189
18665,11,3,205,354
18700,8,4,77,977
18707,24,2,3,50
18718,2,3,66,184
18734,24,2,3,50
18779,13,1,46,412
18794,24,2,3,50
18798,22,2,119,0
18801,24,2,3,50|69
18804,24,2,3,58
18807,8,4,77,977
18823,8,4,119,0
18844,37,1,69,682
18870,13,1,46,347
18879,24,2,3,50
18881,24,2,3,71
18889,24,2,3,50
